BaggOdSLOaW,CT_: New on Treatment 30-34 Years Female,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,1
dMXQytl6smz,CT_: Current on Treatment 1 - 9 Years,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,27
w6WWy2A7RUk,CT_: Current on Treatment 10-14 Years Male,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,6
RjApqOcDTwT,CT_: Current on Treatment 10-14 Years Female,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,19
fFNmm0oP0ek,CT_: Current on Treatment 15-19 Years Male,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,4
MkTG1QOLLcC,CT_: Current on Treatment 15-19 Years Female,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,2
VRnM69jCvDj,CT_: Current on Treatment 20-24 Years Male,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,17
VsZdsSj87oU,CT_: Current on Treatment 20-24 Years Female,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,56
zj9bYSJ4gs9,CT_: Current on Treatment 25-29 Years Male,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,15
HZy39srIX9A,CT_: Current on Treatment 25-29 Years Female,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,39
qKs4rxcBeMN,CT_: Current on Treatment 30-34 Years Male,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,3
sb0tiptWRok,CT_: Current on Treatment 30-34 Years Female,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,9
lqWuuZfUOnP,CT_: Current on Treatment 35-39 Years Male,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,6
aDaPydSh2gv,CT_: Current on Treatment 35-39 Years Female,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,7
CrCBPYt9i4n,CT_: Current on Treatment 40-49 Years Male,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,13
HjrjlsRzZK4,CT_: Current on Treatment 40-49 Years Female,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,19
k7fA3OJUTkw,CT_: Current on Treatment 50 + Years Male,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,17
KqSJpHTD0DU,CT_: Current on Treatment 50 + Years Female,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,25
JjX1xgf3kXX,CT_: Net Cohort Starting ART 12 months 1 - 9 Years,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,3
wfRYSCOZMA6,CT_: Net Cohort Starting ART 12 months 20-24 Years Female,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,3
xhQ1CX8SbHN,CT_: Net Cohort Starting ART 12 months 25-29 Years Female,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,3
shXRhAtryGq,CT_: Number on ART 12 months 1 - 9 Years,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,3
zpSTdWOAkCm,CT_: Number on ART 12 months 20-24 Years Female,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,2
b2ZU69jlLjk,CT_: Number on ART 12 months 25-29 Years Female,201801,Got Nyabondo Dispensary,13890,HllvX50cXC0,YHx6ZCdJgEN ,1
BaggOdSLOaW,CT_: New on Treatment 30-34 Years Female,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
QMSWtHqI3ll,CT_: New on Treatment 40-49 Years Female,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
KLX9jAmEUvw,CT_: New on Treatment 50 + Years Male,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
dMXQytl6smz,CT_: Current on Treatment 1 - 9 Years,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,4
w6WWy2A7RUk,CT_: Current on Treatment 10-14 Years Male,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,5
fFNmm0oP0ek,CT_: Current on Treatment 15-19 Years Male,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,2
MkTG1QOLLcC,CT_: Current on Treatment 15-19 Years Female,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,2
VRnM69jCvDj,CT_: Current on Treatment 20-24 Years Male,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
VsZdsSj87oU,CT_: Current on Treatment 20-24 Years Female,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,18
zj9bYSJ4gs9,CT_: Current on Treatment 25-29 Years Male,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,5
HZy39srIX9A,CT_: Current on Treatment 25-29 Years Female,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,19
qKs4rxcBeMN,CT_: Current on Treatment 30-34 Years Male,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,8
sb0tiptWRok,CT_: Current on Treatment 30-34 Years Female,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,25
lqWuuZfUOnP,CT_: Current on Treatment 35-39 Years Male,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,14
aDaPydSh2gv,CT_: Current on Treatment 35-39 Years Female,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,20
CrCBPYt9i4n,CT_: Current on Treatment 40-49 Years Male,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,12
HjrjlsRzZK4,CT_: Current on Treatment 40-49 Years Female,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,12
k7fA3OJUTkw,CT_: Current on Treatment 50 + Years Male,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,13
KqSJpHTD0DU,CT_: Current on Treatment 50 + Years Female,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,10
wfRYSCOZMA6,CT_: Net Cohort Starting ART 12 months 20-24 Years Female,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
xhQ1CX8SbHN,CT_: Net Cohort Starting ART 12 months 25-29 Years Female,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,2
k5Y3POnUMVw,CT_: Net Cohort Starting ART 12 months 50 + Years Male,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
WIjRleClfUo,CT_: Number on ART 12 months 50 + Years Male,201801,Kibos Sugar Research Dispensary,13704,HllvX50cXC0,YHx6ZCdJgEN ,1
qKbggf6ct7t,CT_: New on Treatment < 1 Year,201801,Kisumu District Hospital,13689,HllvX50cXC0,YHx6ZCdJgEN ,1
f49NZ0WYT8H,CT_: New on Treatment 1 - 9 Years,201801,Kisumu District Hospital,13689,HllvX50cXC0,YHx6ZCdJgEN ,1
FNuE1CtsEIc,CT_: New on Treatment 10-14 Years Male,201801,Kisumu District Hospital,13689,HllvX50cXC0,YHx6ZCdJgEN ,1
W0o6NtXFkLE,CT_: New on Treatment 15-19 Years Female,201801,Kisumu District Hospital,13689,HllvX50cXC0,YHx6ZCdJgEN ,2
jMj9HsAtCiE,CT_: New on Treatment 20-24 Years Female,201801,Kisumu District Hospital,13689,HllvX50cXC0,YHx6ZCdJgEN ,12
t9k5FOaZ3De,CT_: New on Treatment 25-29 Years Male,201801,Kisumu District Hospital,13689,HllvX50cXC0,YHx6ZCdJgEN ,6
nKH62k2rovl,CT_: New on Treatment 25-29 Years Female,201801,Kisumu District Hospital,13689,HllvX50cXC0,YHx6ZCdJgEN ,14
x2b9Ccqzqgo,CT_: New on Treatment 30-34 Years Male,201801,Kisumu District Hospital,13689,HllvX50cXC0,YHx6ZCdJgEN ,6
BaggOdSLOaW,CT_: New on Treatment 30-34 Years Female,201801,Kisumu District Hospital,13689,HllvX50cXC0,YHx6ZCdJgEN ,7
RaA7Y8HJ4rt,CT_: New on Treatment 35-39 Years Male,201801,Kisumu District Hospital,13689,HllvX50cXC0,YHx6ZCdJgEN ,5
RWRfAYDpGFS,CT_: New on Treatment 35-39 Years Female,201801,Kisumu District Hospital,13689,HllvX50cXC0,YHx6ZCdJgEN ,6
BcI7CFMenyR,CT_: New on Treatment 40-49 Years Male,201801,Kisumu District Hospital,13689,HllvX50cXC0,YHx6ZCdJgEN ,9
QMSWtHqI3ll,CT_: New on Treatment 40-49 Years Female,201801,Kisumu District Hospital,13689,HllvX50cXC0,YHx6ZCdJgEN ,3
KLX9jAmEUvw,CT_: New on Treatment 50 + Years Male,201801,Kisumu District Hospital,13689,HllvX50cXC0,YHx6ZCdJgEN ,1
vRhYmgY92r2,CT_: New on Treatment 50 + Years Female,201801,Kisumu District Hospital,13689,HllvX50cXC0,YHx6ZCdJgEN ,3
l7ArVf0Li4S,CT_: Current on Treatment < 1 Year,201801,Kisumu District Hospital,13689,HllvX50cXC0,YHx6ZCdJgEN ,5
dMXQytl6smz,CT_: Current on Treatment 1 - 9 Years,201801,Kisumu District Hospital,13689,HllvX50cXC0,YHx6ZCdJgEN ,181
w6WWy2A7RUk,CT_: Current on Treatment 10-14 Years Male,201801,Kisumu District Hospital,13689,HllvX50cXC0,YHx6ZCdJgEN ,93
RjApqOcDTwT,CT_: Current on Treatment 10-14 Years Female,201801,Kisumu District Hospital,13689,HllvX50cXC0,YHx6ZCdJgEN ,109
